"Kod";"Nazwa";"zameldowania ogółem;ogółem;2008;[osoba]";"zameldowania z miast;ogółem;2008;[osoba]";"zameldowania ze wsi;ogółem;2008;[osoba]";"wymeldowania ogółem;ogółem;2008;[osoba]";"wymeldowania do miast;ogółem;2008;[osoba]";"wymeldowania na wieś;ogółem;2008;[osoba]";"wymeldowania za granicę;ogółem;2008;[osoba]";"saldo migracji;ogółem;2008;[osoba]";"saldo migracji na 1000 ludności;ogółem;2008;[osoba]";
2813043;"Olecko (3)";306;155;145;329;162;153;14;-23;-1,1;
2813044;"Olecko - miasto (4)";165;52;107;233;114;110;9;-68;-4,2;
2813045;"Olecko - obszar wiejski (5)";141;103;38;96;48;43;5;45;8,5;
2813052;"Świętajno (2)";45;22;22;103;68;35;0;-58;-14,6;
2813062;"Wieliczki (2)";37;18;18;55;32;22;1;-18;-5,3;
2814000;"Powiat olsztyński";2619;1817;749;1849;1122;597;130;770;6,7;
2814013;"Barczewo (3)";382;280;100;276;166;99;11;106;6,4;
2814014;"Barczewo - miasto (4)";110;56;53;111;52;55;4;-1;-0,1;
2814015;"Barczewo - obszar wiejski (5)";272;224;47;165;114;44;7;107;11,5;
2814023;"Biskupiec (3)";219;91;125;285;183;81;21;-66;-3,5;
2814024;"Biskupiec - miasto (4)";127;41;84;130;81;39;10;-3;-0,3;
2814025;"Biskupiec - obszar wiejski (5)";92;50;41;155;102;42;11;-63;-7,3;
2814033;"Dobre Miasto (3)";189;91;87;238;146;71;21;-49;-3,1;
2814034;"Dobre Miasto - miasto (4)";120;50;61;142;82;44;16;-22;-2,1;
2814035;"Dobre Miasto - obszar wiejski (5)";69;41;26;96;64;27;5;-27;-5,0;
2814042;"Dywity (2)";366;306;52;166;101;48;17;200;20,5;
2814052;"Gietrzwałd (2)";177;125;49;88;42;37;9;89;16,2;
2814063;"Jeziorany (3)";117;60;56;155;97;51;7;-38;-4,7;
2814064;"Jeziorany - miasto (4)";51;16;35;62;35;22;5;-11;-3,3;
2814065;"Jeziorany - obszar wiejski (5)";66;44;21;93;62;29;2;-27;-5,7;
2814072;"Jonkowo (2)";266;220;44;94;57;31;6;172;28,2;
2814082;"Kolno (2)";18;9;9;58;35;16;7;-40;-11,8;
2814093;"Olsztynek (3)";202;93;103;177;121;56;0;25;1,8;
2814094;"Olsztynek - miasto (4)";132;48;81;90;50;40;0;42;5,5;
2814095;"Olsztynek - obszar wiejski (5)";70;45;22;87;71;16;0;-17;-2,8;
2814102;"Purda (2)";225;172;43;136;79;42;15;89;11,8;
2814112;"Stawiguda (2)";410;343;60;107;64;28;15;303;54,5;
2814122;"Świątki (2)";48;27;21;69;31;37;1;-21;-5,1;
2815000;"Powiat ostródzki";1331;645;630;1821;1007;623;191;-490;-4,7;
2815011;"Ostróda (1)";360;112;217;576;249;233;94;-216;-6,5;
2815022;"Dąbrówno (2)";42;15;24;58;35;20;3;-16;-3,7;
2815032;"Grunwald (2)";55;27;24;94;55;38;1;-39;-6,9;
2815042;"Łukta (2)";64;32;32;80;45;32;3;-16;-3,5;
2815052;"Małdyty (2)";71;43;28;106;56;38;12;-35;-5,6;
2815063;"Miłakowo (3)";69;19;49;127;74;51;2;-58;-10,2;
2815064;"Miłakowo - miasto (4)";36;8;28;33;24;9;0;3;1,1;
2815065;"Miłakowo - obszar wiejski (5)";33;11;21;94;50;42;2;-61;-20,2;
2815073;"Miłomłyn (3)";83;36;43;96;74;12;10;-13;-2,6;
2815074;"Miłomłyn - miasto (4)";50;17;32;29;21;6;2;21;9,0;
2815075;"Miłomłyn - obszar wiejski (5)";33;19;11;67;53;6;8;-34;-12,9;
2815083;"Morąg (3)";324;167;151;452;253;161;38;-128;-5,2;
2815084;"Morąg - miasto (4)";178;62;112;296;159;113;24;-118;-8,3;
2815085;"Morąg - obszar wiejski (5)";146;105;39;156;94;48;14;-10;-1,0;
2815092;"Ostróda (2)";263;194;62;232;166;38;28;31;2,0;
2816000;"Powiat piski";643;292;325;909;565;290;54;-266;-4,6;
2816013;"Biała Piska (3)";116;47;65;221;149;61;11;-105;-8,8;
2816014;"Biała Piska - miasto (4)";45;13;30;54;32;15;7;-9;-2,2;
2816015;"Biała Piska - obszar wiejski (5)";71;34;35;167;117;46;4;-96;-12,1;
2816023;"Orzysz (3)";145;42;97;221;152;54;15;-76;-8,0;
2816024;"Orzysz - miasto (4)";96;25;68;114;78;28;8;-18;-3,1;
2816025;"Orzysz - obszar wiejski (5)";49;17;29;107;74;26;7;-58;-15,7;
2816033;"Pisz (3)";296;159;127;324;169;137;18;-28;-1,0;
2816034;"Pisz - miasto (4)";173;56;109;216;97;106;13;-43;-2,2;
2816035;"Pisz - obszar wiejski (5)";123;103;18;108;72;31;5;15;1,9;
2816043;"Ruciane-Nida (3)";86;44;36;143;95;38;10;-57;-6,8;
2816044;"Ruciane-Nida - miasto (4)";42;14;24;90;56;25;9;-48;-10,1;
2816045;"Ruciane-Nida - obszar wiejski (5)";44;30;12;53;39;13;1;-9;-2,5;
2817000;"Powiat szczycieński";811;453;331;1006;455;491;60;-195;-2,8;
2817011;"Szczytno (1)";225;81;130;423;135;255;33;-198;-7,8;
2817022;"Dźwierzuty (2)";69;39;28;138;87;42;9;-69;-10,6;
2817032;"Jedwabno (2)";34;16;18;52;38;12;2;-18;-5,1;
2817043;"Pasym (3)";67;39;24;61;32;22;7;6;1,2;
2817044;"Pasym - miasto (4)";26;12;11;30;16;9;5;-4;-1,6;
2817045;"Pasym - obszar wiejski (5)";41;27;13;31;16;13;2;10;3,8;
2817052;"Rozogi (2)";51;24;26;81;30;49;2;-30;-5,3;
2817062;"Szczytno (2)";256;202;53;125;76;44;5;131;12,0;
2817072;"Świętajno (2)";51;30;19;58;32;26;0;-7;-1,2;
2817082;"Wielbark (2)";58;22;33;68;25;41;2;-10;-1,6;
2861000;"Powiat m. Elbląg";802;413;371;1116;606;490;20;-314;-2,5;
2861011;"Elbląg (1)";802;413;371;1116;606;490;20;-314;-2,5;
2862000;"Powiat m. Olsztyn";2220;1164;975;2367;699;1442;226;-147;-0,8;
2862011;"Olsztyn (1)";2220;1164;975;2367;699;1442;226;-147;-0,8;
3000000;"WIELKOPOLSKIE";42747;25887;16217;41619;18141;21959;1519;1128;0,3;
3001000;"Powiat chodzieski";518;264;242;547;270;240;37;-29;-0,6;
3001011;"Chodzież (1)";178;78;94;220;104;98;18;-42;-2,1;
3001022;"Budzyń (2)";76;31;42;66;28;34;4;10;1,2;
3001032;"Chodzież (2)";104;73;31;75;61;9;5;29;5,3;
3001043;"Margonin (3)";77;41;35;90;36;46;8;-13;-2,0;
3001044;"Margonin - miasto (4)";30;18;11;43;19;16;8;-13;-4,4;
3001045;"Margonin - obszar wiejski (5)";47;23;24;47;17;30;0;0;0,0;
3001053;"Szamocin (3)";83;41;40;96;41;53;2;-13;-1,8;
3001054;"Szamocin - miasto (4)";43;17;24;60;20;38;2;-17;-3,9;
3001055;"Szamocin - obszar wiejski (5)";40;24;16;36;21;15;0;4;1,3;
3002000;"Powiat czarnkowsko-trzcianecki";851;459;375;960;479;443;38;-109;-1,3;
3002011;"Czarnków (1)";106;38;64;203;58;138;7;-97;-8,6;
3002022;"Czarnków (2)";100;61;38;106;61;44;1;-6;-0,5;
3002032;"Drawsko (2)";31;19;12;50;40;10;0;-19;-3,2;
3002043;"Krzyż Wielkopolski (3)";127;65;62;106;48;58;0;21;2,4;
3002044;"Krzyż Wielkopolski - miasto (4)";88;41;47;69;22;47;0;19;3,0;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";39;24;15;37;26;11;0;2;0,8;
3002052;"Lubasz (2)";109;69;34;56;29;24;3;53;7,4;
3002062;"Połajewo (2)";41;19;22;41;16;23;2;0;0,0;
3002073;"Trzcianka (3)";228;127;95;275;151;101;23;-47;-2,0;
3002074;"Trzcianka - miasto (4)";148;67;76;157;71;68;18;-9;-0,5;
3002075;"Trzcianka - obszar wiejski (5)";80;60;19;118;80;33;5;-38;-5,6;
3002083;"Wieleń (3)";109;61;48;123;76;45;2;-14;-1,1;
3002084;"Wieleń - miasto (4)";39;20;19;69;43;26;0;-30;-5,1;
3002085;"Wieleń - obszar wiejski (5)";70;41;29;54;33;19;2;16;2,4;
3003000;"Powiat gnieźnieński";1720;980;706;1709;843;825;41;11;0,1;
3003011;"Gniezno (1)";560;242;291;656;204;440;12;-96;-1,4;
3003023;"Czerniejewo (3)";86;46;38;104;62;41;1;-18;-2,6;
3003024;"Czerniejewo - miasto (4)";29;13;16;33;22;10;1;-4;-1,5;
3003025;"Czerniejewo - obszar wiejski (5)";57;33;22;71;40;31;0;-14;-3,2;
3003032;"Gniezno (2)";300;274;24;136;100;28;8;164;18,4;
3003042;"Kiszkowo (2)";78;51;27;59;30;25;4;19;3,6;
3003053;"Kłecko (3)";73;27;46;120;71;43;6;-47;-6,2;
3003054;"Kłecko - miasto (4)";30;7;23;52;25;22;5;-22;-8,3;
3003055;"Kłecko - obszar wiejski (5)";43;20;23;68;46;21;1;-25;-5,1;
3003062;"Łubowo (2)";116;75;41;44;24;20;0;72;13,0;
3003072;"Mieleszyn (2)";39;23;16;61;40;21;0;-22;-5,5;
3003082;"Niechanowo (2)";71;42;29;62;39;23;0;9;1,6;
3003093;"Trzemeszno (3)";156;84;71;201;97;98;6;-45;-3,2;
3003094;"Trzemeszno - miasto (4)";61;16;44;116;43;68;5;-55;-7,0;
3003095;"Trzemeszno - obszar wiejski (5)";95;68;27;85;54;30;1;10;1,6;
3003103;"Witkowo (3)";241;116;123;266;176;86;4;-25;-1,9;
3003104;"Witkowo - miasto (4)";172;72;98;207;138;66;3;-35;-4,5;
3003105;"Witkowo - obszar wiejski (5)";69;44;25;59;38;20;1;10;1,8;
3004000;"Powiat gostyński";750;352;392;975;439;512;24;-225;-3,0;
3004013;"Borek Wielkopolski (3)";81;37;44;95;46;49;0;-14;-1,8;
3004014;"Borek Wielkopolski - miasto (4)";27;7;20;38;13;25;0;-11;-4,4;
3004015;"Borek Wielkopolski - obszar wiejski (5)";54;30;24;57;33;24;0;-3;-0,6;
3004023;"Gostyń (3)";251;103;146;362;145;210;7;-111;-4,0;
3004024;"Gostyń - miasto (4)";167;56;109;282;101;177;4;-115;-5,6;
3004025;"Gostyń - obszar wiejski (5)";84;47;37;80;44;33;3;4;0,5;
3004033;"Krobia (3)";143;62;79;140;61;66;13;3;0,2;
3004034;"Krobia - miasto (4)";34;9;24;59;22;33;4;-25;-6,2;
3004035;"Krobia - obszar wiejski (5)";109;53;55;81;39;33;9;28;3,2;
3004042;"Pępowo (2)";41;25;16;62;28;34;0;-21;-3,5;
3004052;"Piaski (2)";88;63;23;91;46;45;0;-3;-0,4;
3004063;"Pogorzela (3)";61;21;40;81;50;31;0;-20;-3,9;
3004064;"Pogorzela - miasto (4)";35;8;27;23;13;10;0;12;6,0;
3004065;"Pogorzela - obszar wiejski (5)";26;13;13;58;37;21;0;-32;-10,2;
3004073;"Poniec (3)";85;41;44;144;63;77;4;-59;-7,5;
3004074;"Poniec - miasto (4)";36;12;24;70;31;35;4;-34;-11,9;
3004075;"Poniec - obszar wiejski (5)";49;29;20;74;32;42;0;-25;-5,0;
3005000;"Powiat grodziski";502;187;309;499;231;249;19;3;0,1;
3005012;"Granowo (2)";37;22;15;56;25;31;0;-19;-3,8;
3005023;"Grodzisk Wielkopolski (3)";213;86;122;179;83;78;18;34;1,8;
3005024;"Grodzisk Wielkopolski - miasto (4)";140;46;91;109;50;45;14;31;2,2;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";73;40;31;70;33;33;4;3;0,6;
3005032;"Kamieniec (2)";56;14;42;65;38;27;0;-9;-1,4;
3005043;"Rakoniewice (3)";134;45;89;110;42;68;0;24;1,9;
3005044;"Rakoniewice - miasto (4)";37;18;19;49;17;32;0;-12;-3,7;
3005045;"Rakoniewice - obszar wiejski (5)";97;27;70;61;25;36;0;36;3,9;
3005053;"Wielichowo (3)";62;20;41;89;43;45;1;-27;-3,9;
3005054;"Wielichowo - miasto (4)";23;7;16;32;21;10;1;-9;-5,2;
3005055;"Wielichowo - obszar wiejski (5)";39;13;25;57;22;35;0;-18;-3,5;
3006000;"Powiat jarociński";612;251;351;742;367;343;32;-130;-1,8;
3006012;"Jaraczewo (2)";64;23;39;84;53;31;0;-20;-2,4;
3006023;"Jarocin (3)";402;173;222;433;219;183;31;-31;-0,7;
3006024;"Jarocin - miasto (4)";238;76;156;298;125;149;24;-60;-2,3;
3006025;"Jarocin - obszar wiejski (5)";164;97;66;135;94;34;7;29;1,6;
3006032;"Kotlin (2)";55;25;30;88;35;53;0;-33;-4,6;
3006043;"Żerków (3)";91;30;60;137;60;76;1;-46;-4,4;
3006044;"Żerków - miasto (4)";28;9;19;25;12;13;0;3;1,4;
3006045;"Żerków - obszar wiejski (5)";63;21;41;112;48;63;1;-49;-5,8;
3007000;"Powiat kaliski";933;507;417;713;310;387;16;220;2,7;
3007012;"Blizanów (2)";113;75;37;66;26;39;1;47;5,0;
3007022;"Brzeziny (2)";36;10;25;56;20;36;0;-20;-3,4;
3007032;"Ceków-Kolonia (2)";52;26;26;40;17;22;1;12;2,6;
3007042;"Godziesze Wielkie (2)";157;101;56;67;30;35;2;90;10,5;
3007052;"Koźminek (2)";70;28;42;61;23;38;0;9;1,2;
3007062;"Lisków (2)";26;5;21;38;15;23;0;-12;-2,2;
3007072;"Mycielin (2)";41;16;25;60;29;28;3;-19;-3,9;
3007082;"Opatówek (2)";169;103;63;85;41;39;5;84;8,2;
3007093;"Stawiszyn (3)";88;33;54;66;27;38;1;22;3,0;
3007094;"Stawiszyn - miasto (4)";21;7;14;18;9;9;0;3;1,9;
3007095;"Stawiszyn - obszar wiejski (5)";67;26;40;48;18;29;1;19;3,3;
3007102;"Szczytniki (2)";73;38;34;80;36;43;1;-7;-0,9;
3007112;"Żelazków (2)";108;72;34;94;46;46;2;14;1,5;
3008000;"Powiat kępiński";612;232;373;622;265;330;27;-10;-0,2;
3008012;"Baranów (2)";85;40;45;82;36;46;0;3;0,4;
3008022;"Bralin (2)";75;34;41;64;32;28;4;11;1,9;
3008033;"Kępno (3)";294;92;199;306;125;162;19;-12;-0,5;
3008034;"Kępno - miasto (4)";174;36;135;193;62;118;13;-19;-1,3;
3008035;"Kępno - obszar wiejski (5)";120;56;64;113;63;44;6;7;0,7;
3008042;"Łęka Opatowska (2)";42;23;19;42;13;25;4;0;0,0;
3008052;"Perzów (2)";23;7;15;46;26;20;0;-23;-5,9;
3008062;"Rychtal (2)";34;11;23;39;16;23;0;-5;-1,2;
3008072;"Trzcinica (2)";59;25;31;43;17;26;0;16;3,4;
3009000;"Powiat kolski";919;379;527;1056;477;536;43;-137;-1,5;
3009011;"Koło (1)";240;77;159;266;84;153;29;-26;-1,1;
3009022;"Babiak (2)";75;14;59;85;45;40;0;-10;-1,3;
3009032;"Chodów (2)";38;11;27;48;31;17;0;-10;-3,0;
3009043;"Dąbie (3)";49;24;25;91;47;44;0;-42;-6,4;
3009044;"Dąbie - miasto (4)";17;7;10;37;20;17;0;-20;-9,8;
3009045;"Dąbie - obszar wiejski (5)";32;17;15;54;27;27;0;-22;-4,9;
3009052;"Grzegorzew (2)";42;11;30;51;24;24;3;-9;-1,6;
3009063;"Kłodawa (3)";170;79;90;176;93;82;1;-6;-0,5;
3009064;"Kłodawa - miasto (4)";72;28;44;74;27;46;1;-2;-0,3;
3009065;"Kłodawa - obszar wiejski (5)";98;51;46;102;66;36;0;-4;-0,6;
3009072;"Koło (2)";130;84;46;90;52;38;0;40;5,6;
3009082;"Kościelec (2)";61;32;27;76;31;40;5;-15;-2,2;
3009092;"Olszówka (2)";36;12;23;77;29;48;0;-41;-8,7;
3009102;"Osiek Mały (2)";47;25;22;40;14;25;1;7;1,2;
3009113;"Przedecz (3)";31;10;19;56;27;25;4;-25;-5,9;
3009114;"Przedecz - miasto (4)";21;5;15;30;14;12;4;-9;-5,0;
3009115;"Przedecz - obszar wiejski (5)";10;5;4;26;13;13;0;-16;-6,5;
3010000;"Powiat koniński";1543;996;531;1295;630;637;28;248;2,0;
3010013;"Golina (3)";158;114;40;155;83;56;16;3;0,3;
3010014;"Golina - miasto (4)";43;30;10;71;32;28;11;-28;-6,4;
3010015;"Golina - obszar wiejski (5)";115;84;30;84;51;28;5;31;4,4;
3010022;"Grodziec (2)";31;15;15;51;16;35;0;-20;-3,8;
3010032;"Kazimierz Biskupi (2)";289;255;33;103;52;50;1;186;17,3;
3010043;"Kleczew (3)";102;44;57;114;40;74;0;-12;-1,2;
3010044;"Kleczew - miasto (4)";43;14;28;50;18;32;0;-7;-1,7;
3010045;"Kleczew - obszar wiejski (5)";59;30;29;64;22;42;0;-5;-0,9;
3010052;"Kramsk (2)";124;91;33;75;48;27;0;49;4,8;
3010062;"Krzymów (2)";82;54;28;57;34;21;2;25;3,5;
3010073;"Rychwał (3)";48;20;28;85;32;53;0;-37;-4,4;
3010074;"Rychwał - miasto (4)";12;4;8;24;5;19;0;-12;-5,1;
3010075;"Rychwał - obszar wiejski (5)";36;16;20;61;27;34;0;-25;-4,2;
3010082;"Rzgów (2)";65;49;16;54;24;29;1;11;1,6;
3010092;"Skulsk (2)";70;24;45;67;28;39;0;3;0,5;
3010103;"Sompolno (3)";103;41;60;132;56;73;3;-29;-2,8;
3010104;"Sompolno - miasto (4)";42;13;28;55;23;31;1;-13;-3,6;
3010105;"Sompolno - obszar wiejski (5)";61;28;32;77;33;42;2;-16;-2,3;
3010112;"Stare Miasto (2)";213;168;43;98;65;33;0;115;10,7;
3010123;"Ślesin (3)";149;88;57;117;60;56;1;32;2,3;
3010124;"Ślesin - miasto (4)";34;16;17;40;22;18;0;-6;-1,9;
3010125;"Ślesin - obszar wiejski (5)";115;72;40;77;38;38;1;38;3,6;
3010132;"Wierzbinek (2)";45;15;30;118;57;61;0;-73;-9,6;
3010142;"Wilczyn (2)";64;18;46;69;35;30;4;-5;-0,8;
3011000;"Powiat kościański";719;381;333;837;361;457;19;-118;-1,5;
3011011;"Kościan (1)";179;77;101;247;89;153;5;-68;-2,8;
3011023;"Czempiń (3)";117;69;48;139;64;75;0;-22;-1,9;
3011024;"Czempiń - miasto (4)";42;28;14;64;38;26;0;-22;-4,2;
3011025;"Czempiń - obszar wiejski (5)";75;41;34;75;26;49;0;0;0,0;
3011032;"Kościan (2)";182;120;61;137;83;54;0;45;3,0;
3011043;"Krzywiń (3)";92;43;46;109;46;61;2;-17;-1,7;
3011044;"Krzywiń - miasto (4)";20;8;11;37;7;30;0;-17;-10,5;
3011045;"Krzywiń - obszar wiejski (5)";72;35;35;72;39;31;2;0;0,0;
3011053;"Śmigiel (3)";149;72;77;205;79;114;12;-56;-3,2;
3011054;"Śmigiel - miasto (4)";56;24;32;82;25;50;7;-26;-4,7;
3011055;"Śmigiel - obszar wiejski (5)";93;48;45;123;54;64;5;-30;-2,5;
3012000;"Powiat krotoszyński";815;374;433;861;483;349;29;-46;-0,6;
3012011;"Sulmierzyce (1)";27;13;14;23;13;10;0;4;1,4;
3012023;"Kobylin (3)";69;24;45;102;56;41;5;-33;-4,1;
3012024;"Kobylin - miasto (4)";27;7;20;40;16;22;2;-13;-4,1;
3012025;"Kobylin - obszar wiejski (5)";42;17;25;62;40;19;3;-20;-4,0;
3012033;"Koźmin Wielkopolski (3)";148;57;89;191;123;66;2;-43;-3,1;
3012034;"Koźmin Wielkopolski - miasto (4)";68;16;51;93;51;41;1;-25;-3,7;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";80;41;38;98;72;25;1;-18;-2,5;
3012043;"Krotoszyn (3)";416;205;207;416;217;183;16;0;0,0;
3012044;"Krotoszyn - miasto (4)";310;142;164;246;108;123;15;64;2,2;
3012045;"Krotoszyn - obszar wiejski (5)";106;63;43;170;109;60;1;-64;-5,8;
3012052;"Rozdrażew (2)";28;7;21;46;22;24;0;-18;-3,5;
3012063;"Zduny (3)";127;68;57;83;52;25;6;44;6,3;
3012064;"Zduny - miasto (4)";39;17;20;53;28;19;6;-14;-3,1;
3012065;"Zduny - obszar wiejski (5)";88;51;37;30;24;6;0;58;23,1;
3013000;"Powiat leszczyński";814;525;274;572;315;242;15;242;4,8;
3013012;"Krzemieniewo (2)";78;31;47;125;64;58;3;-47;-5,5;
3013022;"Lipno (2)";242;212;26;81;52;27;2;161;26,7;
3013033;"Osieczna (3)";155;75;72;118;70;44;4;37;4,3;
3013034;"Osieczna - miasto (4)";55;28;25;29;12;15;2;26;12,6;
3013035;"Osieczna - obszar wiejski (5)";100;47;47;89;58;29;2;11;1,7;
3013043;"Rydzyna (3)";133;92;39;94;51;40;3;39;4,7;
3013044;"Rydzyna - miasto (4)";58;44;13;27;19;7;1;31;11,8;
3013045;"Rydzyna - obszar wiejski (5)";75;48;26;67;32;33;2;8;1,4;
3013052;"Święciechowa (2)";90;62;28;68;46;22;0;22;3,0;
3013062;"Wijewo (2)";30;11;19;22;6;16;0;8;2,3;
3013072;"Włoszakowice (2)";86;42;43;64;26;35;3;22;2,5;
3014000;"Powiat międzychodzki";484;207;270;480;234;220;26;4;0,1;
3014012;"Chrzypsko Wielkie (2)";38;22;16;25;14;11;0;13;3,9;
3014022;"Kwilcz (2)";58;24;33;77;30;43;4;-19;-3,1;
3014033;"Międzychód (3)";248;114;132;274;135;123;16;-26;-1,4;
3014034;"Międzychód - miasto (4)";106;18;87;157;49;98;10;-51;-4,7;
3014035;"Międzychód - obszar wiejski (5)";142;96;45;117;86;25;6;25;3,4;
3014043;"Sieraków (3)";140;47;89;104;55;43;6;36;4,1;
3014044;"Sieraków - miasto (4)";102;27;71;56;21;30;5;46;7,6;
3014045;"Sieraków - obszar wiejski (5)";38;20;18;48;34;13;1;-10;-3,8;
3015000;"Powiat nowotomyski";885;483;390;934;392;514;28;-49;-0,7;
3015012;"Kuślin (2)";62;28;34;56;23;32;1;6;1,1;
3015023;"Lwówek (3)";94;35;58;128;64;62;2;-34;-3,7;
3015024;"Lwówek - miasto (4)";39;12;26;39;14;23;2;0;0,0;
3015025;"Lwówek - obszar wiejski (5)";55;23;32;89;50;39;0;-34;-5,4;
3015032;"Miedzichowo (2)";38;26;12;63;37;26;0;-25;-6,7;
3015043;"Nowy Tomyśl (3)";443;275;166;357;127;218;12;86;3,5;
3015044;"Nowy Tomyśl - miasto (4)";169;53;115;284;69;203;12;-115;-7,6;
3015045;"Nowy Tomyśl - obszar wiejski (5)";274;222;51;73;58;15;0;201;21,1;
3015053;"Opalenica (3)";130;66;62;159;86;71;2;-29;-1,8;
3015054;"Opalenica - miasto (4)";75;33;42;82;40;40;2;-7;-0,8;
3015055;"Opalenica - obszar wiejski (5)";55;33;20;77;46;31;0;-22;-3,4;
3015063;"Zbąszyń (3)";118;53;58;171;55;105;11;-53;-3,9;
3015064;"Zbąszyń - miasto (4)";37;7;27;102;26;69;7;-65;-9,0;
3015065;"Zbąszyń - obszar wiejski (5)";81;46;31;69;29;36;4;12;1,9;
3016000;"Powiat obornicki";801;452;344;701;342;347;12;100;1,8;
3016013;"Oborniki (3)";507;325;181;400;182;209;9;107;3,4;
3016014;"Oborniki - miasto (4)";212;101;111;255;90;162;3;-43;-2,4;
3016015;"Oborniki - obszar wiejski (5)";295;224;70;145;92;47;6;150;10,6;
3016023;"Rogoźno (3)";238;106;128;235;123;109;3;3;0,2;
3016024;"Rogoźno - miasto (4)";127;33;92;109;43;64;2;18;1,6;
3016025;"Rogoźno - obszar wiejski (5)";111;73;36;126;80;45;1;-15;-2,4;
3016032;"Ryczywół (2)";56;21;35;66;37;29;0;-10;-1,4;
3017000;"Powiat ostrowski";1537;806;668;1580;706;802;72;-43;-0,3;
3017011;"Ostrów Wielkopolski (1)";551;211;295;701;250;404;47;-150;-2,1;
3017023;"Nowe Skalmierzyce (3)";144;98;45;181;82;93;6;-37;-2,4;
3017024;"Nowe Skalmierzyce - miasto (4)";35;23;12;93;38;52;3;-58;-11,6;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";109;75;33;88;44;41;3;21;2,1;
3017033;"Odolanów (3)";111;48;61;125;76;48;1;-14;-1,0;
3017034;"Odolanów - miasto (4)";45;10;33;38;20;18;0;7;1,4;
3017035;"Odolanów - obszar wiejski (5)";66;38;28;87;56;30;1;-21;-2,4;
3017042;"Ostrów Wielkopolski (2)";305;211;85;168;100;58;10;137;7,6;
3017052;"Przygodzice (2)";146;91;52;123;62;61;0;23;2,0;
3017063;"Raszków (3)";132;71;60;149;72;76;1;-17;-1,5;
3017064;"Raszków - miasto (4)";33;12;21;33;10;23;0;0;0,0;
3017065;"Raszków - obszar wiejski (5)";99;59;39;116;62;53;1;-17;-1,8;
3017072;"Sieroszewice (2)";96;49;46;79;31;43;5;17;1,8;
3017082;"Sośnie (2)";52;27;24;54;33;19;2;-2;-0,3;
3018000;"Powiat ostrzeszowski";599;283;301;567;206;335;26;32;0,6;
3018012;"Czajków (2)";36;9;25;18;2;16;0;18;7,0;
3018022;"Doruchów (2)";28;6;22;50;14;36;0;-22;-4,2;
3018033;"Grabów nad Prosną (3)";102;55;44;74;21;47;6;28;3,6;
3018034;"Grabów nad Prosną - miasto (4)";22;12;9;17;3;12;2;5;2,6;
3018035;"Grabów nad Prosną - obszar wiejski (5)";80;43;35;57;18;35;4;23;3,9;
3018042;"Kobyla Góra (2)";74;46;26;50;16;32;2;24;4,1;
3018052;"Kraszewice (2)";39;14;20;46;10;33;3;-7;-1,9;
3018063;"Mikstat (3)";52;17;35;55;28;26;1;-3;-0,5;
3018064;"Mikstat - miasto (4)";15;6;9;22;13;8;1;-7;-3,8;
3018065;"Mikstat - obszar wiejski (5)";37;11;26;33;15;18;0;4;0,9;
3018073;"Ostrzeszów (3)";268;136;129;274;115;145;14;-6;-0,3;
3018074;"Ostrzeszów - miasto (4)";137;54;80;191;65;117;9;-54;-3,8;
3018075;"Ostrzeszów - obszar wiejski (5)";131;82;49;83;50;28;5;48;5,3;
3019000;"Powiat pilski";1507;906;581;1720;867;784;69;-213;-1,6;
3019011;"Piła (1)";665;361;295;943;428;476;39;-278;-3,7;
3019022;"Białośliwie (2)";58;37;21;42;21;21;0;16;3,2;
3019032;"Kaczory (2)";69;46;21;53;33;20;0;16;2,1;
3019043;"Łobżenica (3)";80;35;44;127;76;41;10;-47;-4,8;
3019044;"Łobżenica - miasto (4)";27;4;22;46;21;18;7;-19;-6,0;
3019045;"Łobżenica - obszar wiejski (5)";53;31;22;81;55;23;3;-28;-4,2;
3019052;"Miasteczko Krajeńskie (2)";52;36;16;45;23;20;2;7;2,2;
3019062;"Szydłowo (2)";260;226;33;103;60;39;4;157;19,6;
3019073;"Ujście (3)";127;83;44;148;84;55;9;-21;-2,6;
3019074;"Ujście - miasto (4)";52;27;25;70;38;30;2;-18;-4,6;
3019075;"Ujście - obszar wiejski (5)";75;56;19;78;46;25;7;-3;-0,7;
3019083;"Wyrzysk (3)";119;51;62;174;89;84;1;-55;-3,9;
3019084;"Wyrzysk - miasto (4)";45;11;30;80;32;47;1;-35;-6,7;
3019085;"Wyrzysk - obszar wiejski (5)";74;40;32;94;57;37;0;-20;-2,2;
3019093;"Wysoka (3)";77;31;45;85;53;28;4;-8;-1,2;
3019094;"Wysoka - miasto (4)";41;20;21;34;19;13;2;7;2,6;
3019095;"Wysoka - obszar wiejski (5)";36;11;24;51;34;15;2;-15;-3,6;
3020000;"Powiat pleszewski";581;286;285;621;257;354;10;-40;-0,6;
3020012;"Chocz (2)";30;12;18;48;26;22;0;-18;-3,8;
3020022;"Czermin (2)";25;12;13;39;10;29;0;-14;-2,9;
3020032;"Dobrzyca (2)";58;16;42;73;30;42;1;-15;-1,8;
3020042;"Gizałki (2)";26;7;18;38;15;20;3;-12;-2,6;
