"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
0403022;"Dąbrowa Chełmińska (2)";165;115;46;101;57;44;64;7,5;
0403032;"Dobrcz (2)";343;260;79;128;72;50;215;17,1;
0403043;"Koronowo (3)";209;123;83;228;122;103;-19;-0,8;
0403044;"Koronowo - miasto (4)";82;38;42;90;45;42;-8;-0,7;
0403045;"Koronowo - obszar wiejski (5)";127;85;41;138;77;61;-11;-0,9;
0403052;"Nowa Wieś Wielka (2)";232;166;64;111;64;45;121;11,7;
0403062;"Osielsko (2)";804;695;96;217;122;90;587;32,4;
0403072;"Sicienko (2)";284;244;40;100;67;33;184;17,0;
0403083;"Solec Kujawski (3)";103;65;35;132;62;57;-29;-1,8;
0403084;"Solec Kujawski - miasto (4)";89;54;32;123;57;55;-34;-2,2;
0403085;"Solec Kujawski - obszar wiejski (5)";14;11;3;9;5;2;5;4,5;
0404000;"Powiat chełmiński";450;236;199;578;237;303;-128;-2,6;
0404011;"Chełmno (1)";94;36;57;246;90;145;-152;-8,3;
0404022;"Chełmno (2)";110;72;31;83;34;23;27;4,4;
0404032;"Kijewo Królewskie (2)";52;26;24;45;24;21;7;1,6;
0404042;"Lisewo (2)";35;18;17;47;21;26;-12;-2,5;
0404052;"Papowo Biskupie (2)";36;12;21;42;13;28;-6;-1,5;
0404062;"Stolno (2)";66;40;25;46;23;23;20;3,9;
0404072;"Unisław (2)";57;32;24;69;32;37;-12;-1,8;
0405000;"Powiat golubsko-dobrzyński";419;200;218;565;247;312;-146;-3,4;
0405011;"Golub-Dobrzyń (1)";83;15;67;176;59;117;-93;-8,2;
0405022;"Ciechocin (2)";22;8;14;41;18;22;-19;-4,9;
0405032;"Golub-Dobrzyń (2)";129;100;29;124;70;54;5;0,6;
0405043;"Kowalewo Pomorskie (3)";110;46;64;130;55;70;-20;-1,8;
0405044;"Kowalewo Pomorskie - miasto (4)";41;10;31;48;12;35;-7;-1,7;
0405045;"Kowalewo Pomorskie - obszar wiejski (5)";69;36;33;82;43;35;-13;-1,8;
0405052;"Radomin (2)";38;13;25;32;17;15;6;1,5;
0405062;"Zbójno (2)";37;18;19;62;28;34;-25;-5,9;
0406000;"Powiat grudziądzki";654;431;203;609;369;207;45;1,1;
0406012;"Grudziądz (2)";400;334;50;220;162;34;180;13,2;
0406022;"Gruta (2)";80;42;36;104;56;45;-24;-4,0;
0406033;"Łasin (3)";45;12;33;102;50;49;-57;-7,8;
0406034;"Łasin - miasto (4)";11;1;10;49;25;23;-38;-12,4;
0406035;"Łasin - obszar wiejski (5)";34;11;23;53;25;26;-19;-4,5;
0406043;"Radzyń Chełmiński (3)";49;14;34;62;34;27;-13;-2,9;
0406044;"Radzyń Chełmiński - miasto (4)";17;4;13;21;12;8;-4;-2,2;
0406045;"Radzyń Chełmiński - obszar wiejski (5)";32;10;21;41;22;19;-9;-3,4;
0406052;"Rogóźno (2)";44;17;27;38;27;11;6;1,5;
0406062;"Świecie nad Osą (2)";36;12;23;83;40;41;-47;-12,5;
0407000;"Powiat inowrocławski";1298;683;595;1740;953;760;-442;-2,9;
0407011;"Inowrocław (1)";494;217;265;684;335;347;-190;-2,8;
0407022;"Dąbrowa Biskupia (2)";55;30;25;71;26;40;-16;-3,2;
0407033;"Gniewkowo (3)";117;66;50;159;89;61;-42;-3,1;
0407034;"Gniewkowo - miasto (4)";61;36;25;69;37;32;-8;-1,2;
0407035;"Gniewkowo - obszar wiejski (5)";56;30;25;90;52;29;-34;-4,9;
0407042;"Inowrocław (2)";171;132;36;182;126;50;-11;-0,9;
0407053;"Janikowo (3)";96;52;44;158;89;65;-62;-5,0;
0407054;"Janikowo - miasto (4)";48;23;25;99;51;45;-51;-6,2;
0407055;"Janikowo - obszar wiejski (5)";48;29;19;59;38;20;-11;-2,6;
0407063;"Kruszwica (3)";126;70;56;204;126;78;-78;-4,3;
0407064;"Kruszwica - miasto (4)";55;24;31;98;57;41;-43;-4,7;
0407065;"Kruszwica - obszar wiejski (5)";71;46;25;106;69;37;-35;-4,0;
0407073;"Pakość (3)";113;59;50;147;88;59;-34;-3,7;
0407074;"Pakość - miasto (4)";56;21;33;78;40;38;-22;-4,3;
0407075;"Pakość - obszar wiejski (5)";57;38;17;69;48;21;-12;-3,0;
0407082;"Rojewo (2)";51;19;32;48;32;16;3;0,7;
0407092;"Złotniki Kujawskie (2)";75;38;37;87;42;44;-12;-1,4;
0408000;"Powiat lipnowski";557;257;290;754;374;376;-197;-3,1;
0408011;"Lipno (1)";100;32;68;159;54;105;-59;-4,4;
0408022;"Bobrowniki (2)";24;17;5;40;22;18;-16;-5,3;
0408032;"Chrostkowo (2)";10;2;8;47;21;26;-37;-13,2;
0408043;"Dobrzyń nad Wisłą (3)";53;17;35;81;47;34;-28;-3,9;
0408044;"Dobrzyń nad Wisłą - miasto (4)";18;5;12;14;10;4;4;2,0;
0408045;"Dobrzyń nad Wisłą - obszar wiejski (5)";35;12;23;67;37;30;-32;-6,2;
0408052;"Kikół (2)";57;25;31;73;33;39;-16;-2,4;
0408062;"Lipno (2)";125;78;47;147;90;56;-22;-1,9;
0408073;"Skępe (3)";87;39;45;83;42;41;4;0,6;
0408074;"Skępe - miasto (4)";42;18;23;41;19;22;1;0,3;
0408075;"Skępe - obszar wiejski (5)";45;21;22;42;23;19;3;0,8;
0408082;"Tłuchowo (2)";43;14;29;51;23;26;-8;-1,8;
0408092;"Wielgie (2)";58;33;22;73;42;31;-15;-2,2;
0409000;"Powiat mogileński";459;204;246;592;250;335;-133;-3,0;
0409012;"Dąbrowa (2)";42;12;26;57;24;33;-15;-3,4;
0409022;"Jeziora Wielkie (2)";58;29;28;57;24;33;1;0,2;
0409033;"Mogilno (3)";247;114;131;312;121;184;-65;-2,7;
0409034;"Mogilno - miasto (4)";91;29;61;164;48;116;-73;-6,6;
0409035;"Mogilno - obszar wiejski (5)";156;85;70;148;73;68;8;0,6;
0409043;"Strzelno (3)";112;49;61;166;81;85;-54;-5,0;
0409044;"Strzelno - miasto (4)";44;11;32;79;32;47;-35;-6,7;
0409045;"Strzelno - obszar wiejski (5)";68;38;29;87;49;38;-19;-3,4;
0410000;"Powiat nakielski";922;509;389;1004;462;518;-82;-1,0;
0410013;"Kcynia (3)";81;24;55;186;102;81;-105;-8,6;
0410014;"Kcynia - miasto (4)";46;2;42;52;32;19;-6;-1,4;
0410015;"Kcynia - obszar wiejski (5)";35;22;13;134;70;62;-99;-12,4;
0410023;"Mrocza (3)";70;29;40;91;48;43;-21;-2,4;
0410024;"Mrocza - miasto (4)";36;7;29;40;12;28;-4;-1,0;
0410025;"Mrocza - obszar wiejski (5)";34;22;11;51;36;15;-17;-3,6;
0410033;"Nakło nad Notecią (3)";295;155;127;388;149;219;-93;-3,1;
0410034;"Nakło nad Notecią - miasto (4)";134;44;83;232;63;154;-98;-5,7;
0410035;"Nakło nad Notecią - obszar wiejski (5)";161;111;44;156;86;65;5;0,4;
0410042;"Sadki (2)";73;39;32;83;40;43;-10;-1,4;
0410053;"Szubin (3)";403;262;135;256;123;132;147;5,9;
0410054;"Szubin - miasto (4)";69;25;42;92;18;74;-23;-2,4;
0410055;"Szubin - obszar wiejski (5)";334;237;93;164;105;58;170;10,9;
0411000;"Powiat radziejowski";327;140;185;526;265;256;-199;-5,2;
0411011;"Radziejów (1)";26;7;19;80;43;37;-54;-10,6;
0411022;"Bytoń (2)";24;8;16;33;16;17;-9;-2,7;
0411032;"Dobre (2)";32;9;23;63;28;35;-31;-6,3;
0411042;"Osięciny (2)";46;15;31;122;58;60;-76;-10,5;
0411053;"Piotrków Kujawski (3)";107;55;51;123;70;53;-16;-1,8;
0411054;"Piotrków Kujawski - miasto (4)";48;12;36;66;35;31;-18;-4,3;
0411055;"Piotrków Kujawski - obszar wiejski (5)";59;43;15;57;35;22;2;0,4;
0411062;"Radziejów (2)";59;27;31;44;25;18;15;3,5;
0411072;"Topólka (2)";33;19;14;61;25;36;-28;-6,2;
0412000;"Powiat rypiński";386;151;222;451;240;210;-65;-1,6;
0412011;"Rypin (1)";132;33;93;169;87;81;-37;-2,4;
0412022;"Brzuze (2)";37;20;17;59;36;23;-22;-4,5;
0412032;"Rogowo (2)";51;24;27;50;22;28;1;0,2;
0412042;"Rypin (2)";102;56;43;84;44;40;18;2,5;
0412052;"Skrwilno (2)";42;13;27;62;32;30;-20;-3,7;
0412062;"Wąpielsk (2)";22;5;15;27;19;8;-5;-1,4;
0413000;"Powiat sępoleński";365;191;166;521;259;257;-156;-4,0;
0413013;"Kamień Krajeński (3)";74;47;25;122;59;62;-48;-7,4;
0413014;"Kamień Krajeński - miasto (4)";31;14;16;40;22;18;-9;-3,8;
0413015;"Kamień Krajeński - obszar wiejski (5)";43;33;9;82;37;44;-39;-9,3;
0413023;"Sępólno Krajeńskie (3)";152;73;77;184;95;86;-32;-2,1;
0413024;"Sępólno Krajeńskie - miasto (4)";52;12;38;107;42;63;-55;-6,3;
0413025;"Sępólno Krajeńskie - obszar wiejski (5)";100;61;39;77;53;23;23;3,6;
0413032;"Sośno (2)";21;8;13;70;38;32;-49;-10,8;
0413043;"Więcbork (3)";118;63;51;145;67;77;-27;-2,1;
0413044;"Więcbork - miasto (4)";35;16;18;69;27;42;-34;-6,0;
0413045;"Więcbork - obszar wiejski (5)";83;47;33;76;40;35;7;1,0;
0414000;"Powiat świecki";965;467;471;1148;544;547;-183;-1,9;
0414012;"Bukowiec (2)";54;24;30;70;30;36;-16;-3,3;
0414022;"Dragacz (2)";82;50;26;110;64;30;-28;-4,1;
0414032;"Drzycim (2)";46;15;26;67;36;30;-21;-4,4;
0414042;"Jeżewo (2)";76;44;32;123;69;40;-47;-6,1;
0414052;"Lniano (2)";25;7;18;44;19;25;-19;-4,7;
0414063;"Nowe (3)";75;28;46;91;53;33;-16;-1,7;
0414064;"Nowe - miasto (4)";34;10;24;62;35;24;-28;-5,1;
0414065;"Nowe - obszar wiejski (5)";41;18;22;29;18;9;12;2,8;
0414072;"Osie (2)";42;21;21;68;28;39;-26;-4,8;
0414093;"Świecie (3)";355;168;182;381;143;224;-26;-0,8;
0414094;"Świecie - miasto (4)";209;63;144;271;81;178;-62;-2,5;
0414095;"Świecie - obszar wiejski (5)";146;105;38;110;62;46;36;4,5;
0414102;"Świekatowo (2)";42;18;20;21;12;9;21;6,0;
0414112;"Warlubie (2)";40;23;16;51;24;27;-11;-1,8;
0415000;"Powiat toruński";2181;1545;599;1218;666;527;963;8,5;
0415011;"Chełmża (1)";105;40;64;160;64;85;-55;-4,0;
0415022;"Chełmża (2)";96;65;31;112;57;47;-16;-1,7;
0415032;"Czernikowo (2)";74;28;45;103;47;56;-29;-3,3;
0415042;"Lubicz (2)";353;262;80;271;145;123;82;3,9;
0415052;"Łubianka (2)";198;151;46;70;47;23;128;16,0;
0415062;"Łysomice (2)";233;171;56;79;54;25;154;14,1;
0415072;"Obrowo (2)";613;418;185;218;125;91;395;19,3;
0415082;"Wielka Nieszawka (2)";74;55;19;47;28;19;27;5,2;
0415092;"Zławieś Wielka (2)";435;355;73;158;99;58;277;17,4;
0416000;"Powiat tucholski";427;204;211;467;187;258;-40;-0,9;
0416012;"Cekcyn (2)";70;36;32;62;27;30;8;1,2;
0416022;"Gostycyn (2)";28;5;23;41;19;22;-13;-2,6;
0416032;"Kęsowo (2)";49;22;24;30;17;12;19;4,5;
0416042;"Lubiewo (2)";54;22;31;57;20;30;-3;-0,5;
0416052;"Śliwice (2)";53;23;29;40;17;22;13;2,3;
0416063;"Tuchola (3)";173;96;72;237;87;142;-64;-3,3;
0416064;"Tuchola - miasto (4)";83;36;43;158;57;94;-75;-5,7;
0416065;"Tuchola - obszar wiejski (5)";90;60;29;79;30;48;11;1,7;
0417000;"Powiat wąbrzeski";292;140;147;408;198;172;-116;-3,6;
0417011;"Wąbrzeźno (1)";102;38;61;146;55;68;-44;-3,4;
0417022;"Dębowa Łąka (2)";36;10;26;38;24;14;-2;-0,7;
0417032;"Książki (2)";21;12;9;47;26;16;-26;-6,9;
0417042;"Płużnica (2)";43;23;19;69;39;29;-26;-5,7;
0417052;"Ryńsk (2)";90;57;32;108;54;45;-18;-2,1;
0418000;"Powiat włocławski";1037;636;393;1046;632;413;-9;-0,1;
0418011;"Kowal (1)";47;18;29;48;21;27;-1;-0,3;
0418022;"Baruchowo (2)";44;19;24;29;18;11;15;4,6;
0418032;"Boniewo (2)";16;7;9;42;15;27;-26;-8,2;
0418043;"Brześć Kujawski (3)";189;133;56;179;113;66;10;0,9;
0418044;"Brześć Kujawski - miasto (4)";68;31;37;63;31;32;5;1,1;
0418045;"Brześć Kujawski - obszar wiejski (5)";121;102;19;116;82;34;5;0,8;
0418052;"Choceń (2)";69;24;42;113;68;45;-44;-5,7;
0418063;"Chodecz (3)";38;22;16;75;40;35;-37;-6,8;
0418064;"Chodecz - miasto (4)";20;10;10;30;12;18;-10;-5,8;
0418065;"Chodecz - obszar wiejski (5)";18;12;6;45;28;17;-27;-7,2;
0418072;"Fabianki (2)";202;167;33;117;94;23;85;8,3;
0418083;"Izbica Kujawska (3)";63;28;35;81;42;39;-18;-2,5;
0418084;"Izbica Kujawska - miasto (4)";23;6;17;26;16;10;-3;-1,2;
0418085;"Izbica Kujawska - obszar wiejski (5)";40;22;18;55;26;29;-15;-3,2;
0418092;"Kowal (2)";58;28;30;41;24;17;17;4,4;
0418102;"Lubanie (2)";52;22;30;41;28;12;11;2,5;
0418113;"Lubień Kujawski (3)";63;39;24;83;38;45;-20;-2,9;
0418114;"Lubień Kujawski - miasto (4)";9;5;4;25;9;16;-16;-12,0;
0418115;"Lubień Kujawski - obszar wiejski (5)";54;34;20;58;29;29;-4;-0,7;
0418123;"Lubraniec (3)";66;29;37;129;81;48;-63;-7,2;
0418124;"Lubraniec - miasto (4)";26;11;15;51;28;23;-25;-9,2;
0418125;"Lubraniec - obszar wiejski (5)";40;18;22;78;53;25;-38;-6,3;
0418132;"Włocławek (2)";130;100;28;68;50;18;62;8,4;
0419000;"Powiat żniński";716;412;295;786;338;440;-70;-1,0;
0419013;"Barcin (3)";165;104;55;209;81;127;-44;-3,1;
0419014;"Barcin - miasto (4)";48;19;28;108;27;81;-60;-8,6;
0419015;"Barcin - obszar wiejski (5)";117;85;27;101;54;46;16;2,2;
0419022;"Gąsawa (2)";54;36;17;64;31;32;-10;-2,0;
0419033;"Janowiec Wielkopolski (3)";70;35;35;84;49;35;-14;-1,7;
0419034;"Janowiec Wielkopolski - miasto (4)";17;5;12;36;22;14;-19;-5,1;
0419035;"Janowiec Wielkopolski - obszar wiejski (5)";53;30;23;48;27;21;5;1,0;
0419043;"Łabiszyn (3)";158;114;44;129;61;65;29;2,7;
0419044;"Łabiszyn - miasto (4)";29;16;13;75;31;42;-46;-10,5;
0419045;"Łabiszyn - obszar wiejski (5)";129;98;31;54;30;23;75;12,2;
0419052;"Rogowo (2)";41;19;22;51;16;33;-10;-1,5;
0419063;"Żnin (3)";228;104;122;249;100;148;-21;-0,9;
0419064;"Żnin - miasto (4)";84;20;63;161;55;105;-77;-5,9;
0419065;"Żnin - obszar wiejski (5)";144;84;59;88;45;43;56;5,7;
0461000;"Powiat m. Bydgoszcz";2296;1002;1136;3875;1003;2809;-1579;-4,8;
0461011;"Bydgoszcz (1)";2296;1002;1136;3875;1003;2809;-1579;-4,8;
0462000;"Powiat m. Grudziądz";648;198;410;896;288;599;-248;-2,8;
0462011;"Grudziądz (1)";648;198;410;896;288;599;-248;-2,8;
0463000;"Powiat m. Toruń";1815;839;906;2192;694;1433;-377;-1,9;
0463011;"Toruń (1)";1815;839;906;2192;694;1433;-377;-1,9;
0464000;"Powiat m. Włocławek";666;217;433;1106;509;592;-440;-4,3;
0464011;"Włocławek (1)";666;217;433;1106;509;592;-440;-4,3;
0600000;"LUBELSKIE";19768;9763;9383;24236;11998;11855;-4468;-2,2;
0601000;"Powiat bialski";1050;581;435;1175;732;430;-125;-1,2;
0601011;"Międzyrzec Podlaski (1)";106;31;69;170;81;88;-64;-4,1;
0601021;"Terespol (1)";48;10;38;55;31;24;-7;-1,4;
0601032;"Biała Podlaska (2)";328;242;76;173;126;45;155;10,1;
0601042;"Drelów (2)";41;15;25;47;31;16;-6;-1,2;
0601052;"Janów Podlaski (2)";48;21;27;69;43;25;-21;-4,3;
0601062;"Kodeń (2)";25;13;6;30;19;11;-5;-1,5;
0601072;"Konstantynów (2)";20;5;14;44;23;21;-24;-6,3;
0601082;"Leśna Podlaska (2)";34;17;15;40;28;11;-6;-1,5;
0601092;"Łomazy (2)";27;11;16;54;33;21;-27;-5,9;
0601102;"Międzyrzec Podlaski (2)";108;68;38;92;67;24;16;1,6;
0601112;"Piszczac (2)";53;23;28;75;41;28;-22;-3,3;
0601122;"Rokitno (2)";30;20;10;32;22;10;-2;-0,7;
0601132;"Rossosz (2)";18;9;9;37;24;13;-19;-9,1;
0601142;"Sławatycze (2)";14;9;3;27;16;11;-13;-5,7;
0601152;"Sosnówka (2)";17;12;5;34;20;14;-17;-7,8;
0601162;"Terespol (2)";45;26;18;71;48;23;-26;-4,3;
0601172;"Tuczna (2)";18;7;11;43;31;12;-25;-9,0;
0601182;"Wisznice (2)";22;9;12;36;28;7;-14;-3,1;
0601192;"Zalesie (2)";48;33;15;46;20;26;2;0,5;
0602000;"Powiat biłgorajski";692;267;385;1131;607;509;-439;-4,5;
0602011;"Biłgoraj (1)";165;45;108;312;144;159;-147;-5,9;
0602022;"Aleksandrów (2)";14;1;10;36;18;16;-22;-6,9;
0602032;"Biłgoraj (2)";133;83;43;143;99;42;-10;-0,7;
0602042;"Biszcza (2)";27;15;11;47;17;30;-20;-5,4;
0602053;"Frampol (3)";49;19;30;71;35;36;-22;-3,9;
0602054;"Frampol - miasto (4)";12;2;10;21;9;12;-9;-6,7;
0602055;"Frampol - obszar wiejski (5)";37;17;20;50;26;24;-13;-3,0;
0602073;"Józefów (3)";55;23;31;88;48;40;-33;-5,2;
0602074;"Józefów - miasto (4)";25;3;22;33;14;19;-8;-3,4;
0602075;"Józefów - obszar wiejski (5)";30;20;9;55;34;21;-25;-6,2;
0602082;"Księżpol (2)";55;18;35;57;34;23;-2;-0,3;
0602092;"Łukowa (2)";21;11;8;43;19;24;-22;-5,5;
0602102;"Obsza (2)";28;4;23;29;15;14;-1;-0,2;
0602112;"Potok Górny (2)";23;4;16;58;40;18;-35;-6,9;
0602123;"Tarnogród (3)";37;9;22;97;52;43;-60;-9,6;
0602124;"Tarnogród - miasto (4)";26;5;15;58;30;26;-32;-10,2;
0602125;"Tarnogród - obszar wiejski (5)";11;4;7;39;22;17;-28;-9,1;
0602132;"Tereszpol (2)";25;10;15;33;19;14;-8;-2,1;
0602142;"Turobin (2)";28;11;16;70;42;28;-42;-7,6;
0603000;"Powiat chełmski";782;420;343;935;557;355;-153;-2,1;
0603011;"Rejowiec Fabryczny (1)";47;19;27;49;33;15;-2;-0,5;
0603022;"Białopole (2)";28;5;23;19;12;7;9;3,2;
0603032;"Chełm (2)";254;192;60;206;143;63;48;3,1;
0603042;"Dorohusk (2)";24;9;15;73;45;26;-49;-8,3;
0603052;"Dubienka (2)";17;13;3;28;17;11;-11;-5,2;
0603062;"Kamień (2)";37;20;17;47;28;19;-10;-2,5;
0603072;"Leśniowice (2)";25;4;20;33;17;16;-8;-2,4;
0603082;"Rejowiec Fabryczny (2)";34;18;12;60;37;23;-26;-6,6;
0603092;"Ruda-Huta (2)";28;10;18;47;22;25;-19;-4,6;
0603102;"Sawin (2)";52;24;27;63;46;17;-11;-2,1;
0603122;"Wierzbica (2)";32;12;20;45;24;21;-13;-2,8;
0603132;"Wojsławice (2)";45;13;27;52;23;29;-7;-2,0;
0603142;"Żmudź (2)";24;12;12;24;11;13;0;0,0;
0604000;"Powiat hrubieszowski";444;184;245;828;471;348;-384;-6,7;
0604011;"Hrubieszów (1)";133;23;106;254;130;124;-121;-7,5;
0604022;"Dołhobyczów (2)";31;9;22;72;42;30;-41;-8,8;
0604032;"Horodło (2)";25;11;12;56;35;20;-31;-6,5;
0604042;"Hrubieszów (2)";99;65;32;133;92;41;-34;-3,7;
0604052;"Mircze (2)";38;20;18;80;40;32;-42;-6,8;
0604062;"Trzeszczany (2)";27;18;9;49;25;24;-22;-5,9;
0604072;"Uchanie (2)";35;10;21;65;32;33;-30;-7,3;
0604082;"Werbkowice (2)";56;28;25;119;75;44;-63;-7,5;
0605000;"Powiat janowski";272;103;163;466;267;198;-194;-4,5;
0605012;"Batorz (2)";14;3;7;34;19;15;-20;-6,5;
0605022;"Chrzanów (2)";15;3;12;27;14;13;-12;-4,5;
0605032;"Dzwola (2)";19;4;15;76;40;36;-57;-9,6;
0605042;"Godziszów (2)";20;10;10;42;24;17;-22;-4,0;
0605053;"Janów Lubelski (3)";101;32;67;176;100;76;-75;-5,1;
0605054;"Janów Lubelski - miasto (4)";75;21;53;128;72;56;-53;-4,8;
0605055;"Janów Lubelski - obszar wiejski (5)";26;11;14;48;28;20;-22;-5,9;
0605072;"Potok Wielki (2)";33;17;16;44;23;21;-11;-2,5;
0606000;"Powiat krasnostawski";434;160;261;642;365;275;-208;-3,5;
0606011;"Krasnystaw (1)";114;25;85;163;92;70;-49;-2,8;
0606022;"Fajsławice (2)";22;13;8;41;22;19;-19;-4,3;
0606032;"Gorzków (2)";27;15;11;45;26;19;-18;-5,6;
0606052;"Krasnystaw (2)";59;24;30;106;65;41;-47;-5,8;
0606062;"Kraśniczyn (2)";24;11;13;39;21;18;-15;-4,3;
0606072;"Łopiennik Górny (2)";31;15;16;28;14;14;3;0,8;
0606092;"Rudnik (2)";25;7;17;35;18;16;-10;-3,7;
0606102;"Siennica Różana (2)";37;13;24;57;33;24;-20;-5,3;
0606112;"Żółkiewka (2)";21;5;16;61;40;21;-40;-8,3;
0607000;"Powiat kraśnicki";601;303;280;999;516;456;-398;-4,4;
0607011;"Kraśnik (1)";151;53;97;430;207;219;-279;-8,9;
0607023;"Annopol (3)";39;14;23;73;31;42;-34;-4,2;
0607024;"Annopol - miasto (4)";16;2;13;24;9;15;-8;-3,5;
0607025;"Annopol - obszar wiejski (5)";23;12;10;49;22;27;-26;-4,6;
0607032;"Dzierzkowice (2)";57;41;16;30;25;5;27;5,2;
0607042;"Gościeradów (2)";43;22;17;54;33;19;-11;-1,6;
0607052;"Kraśnik (2)";80;53;25;70;37;23;10;1,4;
0607062;"Szastarka (2)";34;13;17;54;27;27;-20;-3,7;
0607072;"Trzydnik Duży (2)";40;16;23;82;38;43;-42;-7,0;
0607092;"Wilkołaz (2)";43;24;18;69;34;25;-26;-4,9;
0607102;"Zakrzówek (2)";26;12;12;58;39;19;-32;-5,2;
0608000;"Powiat lubartowski";823;423;388;990;515;467;-167;-2,0;
0608011;"Lubartów (1)";165;55;107;300;139;158;-135;-6,8;
0608022;"Abramów (2)";18;5;12;33;12;21;-15;-3,9;
0608032;"Firlej (2)";62;31;30;58;25;33;4;0,7;
0608042;"Jeziorzany (2)";24;11;13;41;19;22;-17;-6,9;
0608063;"Kock (3)";53;17;32;79;46;33;-26;-4,5;
0608064;"Kock - miasto (4)";42;15;25;38;21;17;4;1,4;
0608065;"Kock - obszar wiejski (5)";11;2;7;41;25;16;-30;-10,6;
0608072;"Lubartów (2)";168;130;38;135;84;51;33;2,7;
0608082;"Michów (2)";34;12;22;81;43;38;-47;-8,6;
0608092;"Niedźwiada (2)";54;27;27;40;23;17;14;2,3;
0608103;"Ostrów Lubelski (3)";57;28;28;60;34;26;-3;-0,6;
0608104;"Ostrów Lubelski - miasto (4)";30;14;16;25;19;6;5;2,5;
0608105;"Ostrów Lubelski - obszar wiejski (5)";27;14;12;35;15;20;-8;-2,7;
0608112;"Ostrówek (2)";25;11;13;36;17;18;-11;-3,0;
0608122;"Serniki (2)";37;19;17;28;15;10;9;1,9;
0608132;"Uścimów (2)";21;15;6;45;25;19;-24;-8,0;
0609000;"Powiat lubelski";3134;2314;782;1624;987;622;1510;9,2;
0609013;"Bełżyce (3)";111;64;39;148;76;72;-37;-2,9;
0609014;"Bełżyce - miasto (4)";22;10;10;97;51;46;-75;-12,6;
0609015;"Bełżyce - obszar wiejski (5)";89;54;29;51;25;26;38;5,6;
0609022;"Borzechów (2)";48;25;23;37;27;10;11;2,9;
0609033;"Bychawa (3)";66;24;42;122;58;60;-56;-5,1;
0609034;"Bychawa - miasto (4)";28;4;24;71;26;43;-43;-9,5;
0609035;"Bychawa - obszar wiejski (5)";38;20;18;51;32;17;-13;-2,0;
0609042;"Garbów (2)";88;35;53;70;39;31;18;2,0;
0609052;"Głusk (2)";547;434;109;121;67;53;426;29,1;
0609062;"Jabłonna (2)";146;87;56;78;54;24;68;8,2;
0609072;"Jastków (2)";326;238;83;157;98;54;169;11,0;
0609082;"Konopnica (2)";393;327;65;171;118;52;222;14,0;
0609092;"Krzczonów (2)";31;20;10;40;27;13;-9;-2,2;
0609102;"Niedrzwica Duża (2)";186;121;63;103;56;43;83;6,9;
0609112;"Niemce (2)";561;460;96;191;122;69;370;17,0;
0609122;"Strzyżewice (2)";135;110;25;74;37;37;61;7,5;
0609132;"Wojciechów (2)";87;66;20;56;39;17;31;5,2;
0609142;"Wólka (2)";385;294;83;181;128;53;204;14,2;
0609152;"Wysokie (2)";14;4;10;45;22;23;-31;-7,6;
0609162;"Zakrzew (2)";10;5;5;30;19;11;-20;-7,5;
0610000;"Powiat łęczyński";671;351;315;744;330;396;-73;-1,3;
0610012;"Cyców (2)";87;41;46;87;44;37;0;0,0;
0610022;"Ludwin (2)";80;54;26;57;27;30;23;4,1;
0610033;"Łęczna (3)";307;140;163;403;144;247;-96;-4,3;
0610034;"Łęczna - miasto (4)";209;72;133;369;124;233;-160;-9,0;
0610035;"Łęczna - obszar wiejski (5)";98;68;30;34;20;14;64;13,7;
0610042;"Milejów (2)";60;33;27;91;54;37;-31;-3,6;
0610052;"Puchaczów (2)";69;31;37;58;37;21;11;2,0;
0610062;"Spiczyn (2)";68;52;16;48;24;24;20;3,4;
0611000;"Powiat łukowski";730;293;423;1277;603;667;-547;-5,4;
0611011;"Łuków (1)";163;45;112;416;215;197;-253;-9,3;
0611021;"Stoczek Łukowski (1)";10;5;5;34;14;20;-24;-10,1;
0611032;"Adamów (2)";38;5;33;70;31;39;-32;-6,2;
0611042;"Krzywda (2)";54;11;40;115;48;67;-61;-6,2;
0611052;"Łuków (2)";212;124;87;181;98;81;31;1,7;
0611062;"Serokomla (2)";20;5;13;67;27;40;-47;-12,7;
0611072;"Stanin (2)";57;19;38;104;40;64;-47;-5,1;
0611082;"Stoczek Łukowski (2)";48;35;12;61;34;27;-13;-1,8;
0611092;"Trzebieszów (2)";35;18;17;86;39;47;-51;-7,2;
0611102;"Wojcieszków (2)";59;15;44;65;25;40;-6;-0,9;
0611112;"Wola Mysłowska (2)";34;11;22;78;32;45;-44;-10,1;
0612000;"Powiat opolski";401;162;227;605;344;254;-204;-3,6;
0612012;"Chodel (2)";55;25;30;78;42;36;-23;-3,7;
0612032;"Karczmiska (2)";38;13;25;47;28;19;-9;-1,7;
0612042;"Łaziska (2)";23;11;10;57;29;28;-34;-7,4;
0612053;"Opole Lubelskie (3)";134;55;75;171;90;74;-37;-2,3;
0612054;"Opole Lubelskie - miasto (4)";59;15;43;107;55;50;-48;-6,1;
